Description,TotalSalesDollars,ProfitMargin
Ch Phelan Segur St Estephe,835.7800000000001,0.7623297997080571
Ch Phelan Segur St-Estphe 12,5648.869999999996,0.9184863521376841
Ch Pichon Baron Pauillac 12,4349.700000000001,0.35485205876267345
Ch Pichon Longevile 11 Comts,4199.700000000001,0.8648617758411316
Ch Pichon Longueville Rsv Co,2099.72,0.9299763778027547
Ch Picon Longueville Comt 10,2309.9300000000003,0.43234643474044676
Ch Pitot Brdx,5290.749999999962,0.8906090818882003
Ch Plaisance Cuvee Alix Roug,4290.1099999999915,0.5112223229707389
Ch Pontet Canet 12 Pauillac,2947.7799999999997,0.5014383705703952
Ch Poujeaux 10 Moulis,866.83,0.7708201146706968
Ch Rauzan Segla Margaux 09,319.98,0.6666666666666667
Ch Rauzan-Segla 10 Brdx,1469.93,0.6215602103501527
Ch Rauzan-Segla Gr Cru 08 Ma,5199.3499999999985,0.2996778443459277
Ch Rayne Vigneau Sauternes,2319.599999999999,0.8448396275219865
Ch Reserve d La Cometesse 11,689.85,0.954337899543379
Ch Reserve de la Comtesse 12,5779.769999999988,0.9607475730003097
Ch Rieussec Gr Cru 10 Sauter,3499.7199999999993,0.605911330049261
Ch Rol Valentin 10,2943.539999999999,0.579710144927536
Ch Rollan de By Medoc,5197.919999999982,0.9215070643642069
Ch Roumier-Lacoste Barsac W,74.97,0.31052420968387356
Ch Smith Haut Lafitte 12,9015.019999999995,0.589085770192412
Ch Smith Haut Lafitte 12 Whi,3869.7,0.797286611365222
Ch St Jean Cinq Cep Cab Svgn,1359.83,0.8377150084937087
Ch St Jean Soiree Red,9886.619999999912,0.5548306701380209
Ch St Louis Vieux Galvesse L,5266.8999999999805,0.28555696899504196
Ch St Michel Brdx Superur,9696.60999999993,0.4274081354205189
Ch St Sulpice Brdx Blanc,6746.079999999947,0.21386642316722568
Ch St Sulpice Rose 13,2039.430000000001,0.8799860745404354
Ch St-Roch Chimeres CdRoussi,735.5400000000003,0.15816950811648614
Ch Ste Michelle Cab Svgn,2132.0800000000004,0.19661551161307278
Ch Ste Michelle Chard Mimi,649.35,0.3762993762993763
Ch Ste Michelle Col Solare R,3609.2999999999984,0.22599950128833812
Ch Ste Michelle Cold Ck Cab,3320.7299999999946,0.3555633851592862
Ch Ste Michelle Cold Crk Cha,1766.1000000000004,0.6741294377441822
Ch Ste Michelle Cold Crk Mer,2730.919999999998,0.37990127868996476
Ch Ste Michelle Cold Crk Rsl,851.4000000000004,0.23890063424947183
Ch Suau Cadillac Wh Brdx,71.94,0.33778148457047535
Ch Suduiraut Sauternes 10,1637.87,0.7877975663514198
Ch Talbot St Julien 11 GC,439.92,0.6773958901618475
Ch Talbot St-Julien 12 GCC,5855.0399999999945,0.864731923266109
Ch Tanunda Gr Barossa Cab Sv,4326.349999999986,0.14746610884463496
Ch Tanunda Gr Barossa Rsl,2089.1300000000006,0.6509216755300054
Ch Tertre de Viaud C d Bourg,2841.6299999999947,0.790373834735697
Ch Thivin Cote de Brouilly,528.7700000000001,0.8531497626567317
Ch Troplong Mondot 10 Brdx,719.97,0.33334722280095
Ch Valcombe Rose Ventoux,223.85999999999999,0.43607611900294824
Ch Valfontaine 10,2937.0599999999904,0.7701919606681504
Ch Vignot 05 St Emilion Red,824.89,0.8796203130114318
Ch Vignot 09 St Emilion Gr C,2291.629999999999,0.36272871275031293
Ch Vincens 15 L'Instant M Rs,3728.129999999988,0.09634052460616689
Ch Vrai Caillou Wh Brdx,8367.649999999925,0.3570225810113889
Ch d'Yquem Sauternes,2573.91,0.5698917211557514
Ch de Beaucastel Pape Blanc,999.92,0.8287663013041043
Ch de Beaucastel Pape Rouge,823.96,0.49998786348851887
Ch de Berne Rose,449.70000000000005,0.6780965087836336
Ch de Bonhoste Red Brdx 09,101.93999999999998,0.7894840102020797
Ch de Chantegrive Graves Rou,2174.2499999999995,0.9823387374956881
Ch de Jarnioux Bjls,3886.0499999999943,0.9574169143474736
Ch de Mattes Corbieres 13,1483.650000000001,0.19150743099787743
Ch de Pez 10 St Estephe Brdx,558.87,0.45046254048347556
Ch de Pierreux Brouilly Rsv,1681.3400000000004,0.8746713930555391
Ch de Reynaud Cotes du Bourg,4367.699999999986,0.1389632987613591
Ch de la Ragotiere Muscadet,8782.349999999946,0.2637801955057539
Ch des Labourons Fleurie Rou,1064.2900000000004,0.22652660459085425
Ch du Courlat 10,5747.699999999983,0.8531116794543901
Ch du Levant Sauternes,2958.149999999993,0.33497625204942116
Ch du Parc Brdx Rouge,1207.9900000000005,0.49396932093808743
Ch la Cour d'Argent Bordeaux,1119.84,0.4434740677239605
Ch la Pointe Pomerol,2559.2000000000003,0.8306345733041576
Chalk Hill Estate Red,8408.359999999979,0.3744475736053147
Chambers Rosewood Muscat,1175.0200000000004,0.7918418409899407
Chambord Vodka,35.98,0.6350750416898275
Champagne Malard Grand Cru B,1149.77,0.9713942788557711
Champalou Vouvray Cuvee Fon,5635.079999999983,0.2518296102273595
Champlain Orchards Sprklng C,2676.97,0.22853076425959185
Chanrion Cote de Brouilly,379.80000000000007,0.9333333333333333
Chanson Le Bourgogne Pnt Nr,1126.51,0.8398948966276376
Chanson Vire Clesse,1586.3100000000004,0.9027302355781658
Chapelle de Bastion Picpoul,3066.929999999994,0.20624207269158293
Chapelle-St-Arnoux CdR Rouge,131.88,0.3330300272975432
Chapoutier Cotes du Rhone R,6767.7899999999545,0.29110684580933593
Chapoutier Hrmtage La Sizera,2399.6999999999994,0.6221986081593531
Charles & Charles Chard,665.85,0.9205226402342871
Charles Fournier Rsl,303.81000000000006,0.6942826108423028
Charles Goodnight Bourbon,2951.309999999998,0.8637588054118339
Charles Heidsieck Brut Rose,5291.319999999994,0.43375188043815105
Charles Joguet Chinon Rose,181.87,0.7503711442238962
Charles Smith King Coal Red,1199.88,0.34643464346434644
Chartron Trebuchet Puligny,2897.5399999999986,0.6302898320644407
Chateau Camensac 10,719.85,0.8197957907897478
Chateau Carlmagnus 10,944.6500000000001,0.8871963160959087
Chateau Gazin Pomerol 10,389.97,0.31033156396645906
Chateau Giscours Margaux,399.92,0.5747899579915983
Chateau Montrose St Estephe,3977.7400000000002,0.4686304283336769
Chateau Pontet Canet Pauilac,3919.7199999999993,0.7327538701744002
Chateau Simon Bordeaux Blanc,1625.0400000000006,0.8809875449219712
Chateau d'Issan Margaux,1079.8,0.7986849416558622
Chehalem Ian's Chard Rsv,832.6600000000001,0.4508683015876829
Chehalem Inox Chard Wlmt Vly,1379.3100000000004,0.7521224380306095
Chehalem Pnt Nr Three Vyd,3266.479999999996,0.8201335994709901
Chehalem Ridge Crest Vyds Pn,3275.2199999999966,0.711304889442541
Chene Bleu Rose,9686.859999999971,0.3341318028941236
Chenin Bl K Forrester Stlnbh,1427.1599999999999,0.5173631547969394
Cherry Heering Liqueur,944.7300000000001,0.5087485313264107
Cherry On Top Sweet White,64.95,0.8900692840646651
Cheval Blanc,2609.97,0.3288543546477545
Cheval Blanc St Emilion 08,7199.839999999999,0.5000055556790151
Cheval des Andes Mendoza,3839.359999999998,0.5625364644107349
Chevalier L'Aujardiere Chard,356.7900000000001,0.9373300821211357
Chi Chi's Chocolate Malt RTD,461.58000000000015,0.9811083669136443
Chi Chi's Mai Tai,527.5200000000002,0.28025477707006397
Chi Chi's Orange Cream RTD,5914.779999999943,0.658590852068882
Chi Chi's Ruby Red Margarita,4780.179999999955,0.6775686271228247
Chicken & Turkey Cotes du Rh,479.4700000000002,0.7634888522743863
Chigard Fleurie Les Moriers,3418.2899999999927,0.8567704905084118
Chilcas Pinot Noir,19.99,0.32416208104052024
Chilensis Pnt Nr,2477.5199999999977,0.28089379702282874
Chimney Rock SLD Cab Svgn,139.98,0.3549078439777111
Chinaco Anejo Tequila,66.99,0.218689356620391
Chinaco Blanco Tequila,5728.089999999982,0.8520501598263989
Chivas Regal w/ 2 Glasses,3038.089999999996,0.9544384794393845
Chloe Chard,838.4300000000001,0.11205467361616359
Chloe Red,834.3900000000002,0.10780330540874188
Chocolate Cuvee,1319.9500000000005,0.2991249668548053
Chops & Burgers Bordeaux,4661.43999999998,0.47077727054300633
Choyomusubi Ryo Junmai Sake,6728.819999999959,0.2540148198346764
Christian Bros Cream Sherry,5943.92999999998,0.3464997064231877
Christian Bros Dry Sherry,9612.989999999772,0.31120702299699193
Christian Bros Holiday Nog,8982.149999999912,0.2594757379914528
Christian Bros Ruby Port,720.7200000000001,0.2824675324675325
Christian Drouin Calvados,942.5900000000003,0.8753859047942372
Christmas Traditions Pnk Mos,119.88,0.3103103103103102
Chronic Cellars Dead Nuts,2084.12,0.337792449571042
Chronic Cellars Sofa King,5695.039999999986,0.21062187447322395
Churchill's Late Bottled 05,2225.1,0.3172441688014022
Churchill's Vintage Port 11,7906.849999999991,0.4531552601566342
Churchills 10 Yr Tawny Port,2033.2000000000005,0.4307938225457409
Churchills 20 Yr Tawny Port,3381.209999999996,0.45349150156304924
Churchills LBV Port,131.94,0.20145520691223281
Ciacci 07 Piccolomino Brunlo,779.87,0.8451280341595394
Cielo Pnt Grigio,7331.209999999995,0.3220186596130664
Cigar Box Cab Svgn Valle Cen,8123.219999999934,0.3263533426399817
Cigar Zin Old Vine Zinfandel,485.73,0.09875856957569025
Cinq les Pattes Bordeaux Bla,1266.9200000000005,0.8524295140971806
Cinquante-Cinq Chardonnay L,433.69,0.47946690032050543
Cinquante-Cinq Viogn Lang Wh,323.76,0.33061527057079315
Circa Pinot Grigio,455.64,0.3015538583091914
Circa Rosso,116.91000000000001,0.10495252758532211
Circadia Cab Svgn Napa Vly,74.99,0.6803573809841312
Ciro Rosso Clsc Librandi Cl,77.94,0.19553502694380287
Citation Chard,2519.2999999999975,0.151748501567895
Citra Trebbiano D'Abruzzo,5622.769999999968,0.29759887030769056
Citran Haut-Medoc,1014.6500000000002,0.9412802444192578
Clan MacGregor Scotch,323.73000000000013,0.644518580298397
Clarendelle Brdx Blanc,3330.0399999999913,0.7242075170268217
Clarendelle Brdx Rouge,4918.409999999981,0.8889031211306089
Clark & Chesterfield Whiskey,2498.7499999999977,0.18815407703851827
Claude Riffault Chass Sancer,890.6700000000001,0.7747313819933309
Clayhouse Cab Svgn,3311.82,0.35485624218707545
Clayhouse Petite Sirah,5510.749999999982,0.6454384611894921
Clayhouse Syrah Paso Robles,5424.219999999965,0.4312564755854263
Clemento VII Toscano,4637.6799999999985,0.0807300201825048
Cles des Ducs Armagnac VSOP,3694.3199999999943,0.8783537971805364
Clio Jumilla Red,7513.329999999992,0.21117134479651406
Clix Vodka,1799.94,0.8697901041145817
Clos Amador Rose Tendre Cava,497.5900000000001,0.05464338109688721
Clos Erasmus Laurel Priorat,1469.7,0.6666666666666667
Clos LaChance Cab Svgn,1317.1600000000003,0.2332594369704518
Clos LaChance Chard,5112.0899999999665,0.42765483393288856
Clos LaChance Meritage,399.60000000000014,0.914914914914915
Clos Rochette Faiveley 09,559.7200000000001,0.142642749946402
Clos de Marquis 09 St Julien,5615.76,0.6264423693320228
Clos du Bois Chard Calcaire,516.5300000000001,0.8273865990358741
Clos du Bois Marlstone,8340.179999999982,0.5744780088679132
Clos du Bois RSV Merlot Alex,2588.4899999999975,0.3303199935097291
Clos du Bois Unoaked Chard,5808.550000000002,0.05046870561499881
Clynelish Single Malt Scotch,8878.519999999979,0.23154872658956507
Coastal Vines Cab Svgn Cal,286.59,0.239610593530828
Cocchi Americano,759.6200000000002,0.034846370553698075
Cocchi Vermouth di Torino Sw,37.98,0.3507109004739336
Cocci Grifoni Tellus Red,645.62,0.5938787522071807
Cocktail Time Key Lime Rtd,6562.059999999949,0.7423080557020184
Cocktail Time Strawberry Rtd,6454.169999999943,0.7342260894894285
Codice Sierra Cantabria Red,7500.619999999931,0.4814508667283454
Codorniu Original Spklg Cava,7828.819999999957,0.35160726648460067
Cointreau VAP,3250.9999999999964,0.8877299292525376
Colby Red,815.0400000000001,0.3144876325088338
Coldcock American Herbal Whi,9399.80999999995,0.3924451664448507
Colimoro Montepul D'Abruzzo,131.88,0.31028207461328483
Collezione Chianti,179.64000000000001,0.3507014028056112
Collezione Monte d'Abruzzo,588.82,0.3466933867735472
Colombo Marsala Dry,8687.929999999877,0.3313850364816376
Colosi Sicilia Dry Red,7015.959999999949,0.389625938574332
Columbia Crest Gr Ests Syrah,938.4100000000002,0.34298440979955463
Columbia Crest H3 Svgn Bl,519.0400000000001,0.47780517879161544
Columbia Crest Two Vines Rsl,630.9100000000001,0.21483104639214923
Columbia Crest Two Vn Shiraz,226.70000000000005,0.5161887957653287
Columbia Crest Vns Merlot/Ca,7712.399999999931,0.36209091852081754
Columbia Crest Walter Clore,500.79,0.6199604624692986
Columbia Winery Cab Svgn,8262.889999999948,0.5691047563261734
Columbia Winery Merlot,503.64,0.634024303073624
Columbia Winery Red Blend,1642.63,0.6089685443465662
Comandon XO Cognac,2599.8,0.9621201630894685
Comm Bargemone d'Aix Blanc,2578.7099999999987,0.21924528155550607
Commander Quincy's Rum Toddy,6925.049999999969,0.7825459743972958
Common Man Pnt Grigio,4854.600000000002,0.274477814856013
Common Man Slctn Woodford Rs,2253.5099999999993,0.20634920634920612
Comoloco Monastrell Jumilla,269.7,0.17241379310344818
Compilation Cab Svgn,658.8000000000001,0.35154826958105656
Concannon Crimson & Clover,311.76,0.3287143956889915
Concannon Founder Chard,4790.709999999998,0.403846193987947
Concannon Glen Ellen Wh Zin,15.95,0.8344827586206897
Concannon Irish Whiskey,263.88,0.21873578899499774
Concannon Petite Sirah Cntrl,3536.7499999999877,0.918772884710539
Conch Republic Dark Rum,224.82000000000002,0.5169468908460102
Conn Crk Ltd Rls Np Cab Svgn,6878.249999999982,0.21918511249227388
Cono Sur Cab Svgn Cntrl Vly,7426.079999999936,0.4226590610389283
Cono Sur Chard Cntrl Vly,5488.319999999968,0.47195498804734126
Cono Sur Organic Cab Svgn,8875.269999999926,0.3885932484307465
Cono Sur Organic Chard,6143.059999999956,0.4136147131885367
Cono Sur Organic Svgn Bl,2315.7399999999993,0.5349434737923946
Cono Sur Vision Cab Svgn,2811.439999999993,0.25942577469197126
Cono Sur Vision Pnt Nr,2972.3399999999942,0.4178155931017304
Cono Sur Vision Svgn Bl Csbl,2615.609999999995,0.38889972128872297
Conservancy Concannon Chard,77.94,0.01963048498845267
Constanti Brunello Montalcno,1841.75,0.29501832496267133
Conterno Barolo Sori Gnestra,3097.6600000000003,0.37462794496490903
Conterno Fantino Barb Alba,2634.0699999999983,0.0047644899338280195
Conterno Fantino Barolo Mosc,4370.529999999998,0.47892818491121186
Conti Zecca Primitivo,520.8400000000001,0.34298440979955475
Contos de Valpiedra Rioja,199.9,0.3286643321660831
Contratto 08 Milesimato Brut,2965.6199999999976,0.7997450786007646
Conundrum Sparkling 25th Ann,1199.52,0.31972789115646255
Convento Las Claras 12 Tinto,4065.149999999994,0.8700269362754139
Cooks Extra Dry Champagne,2973.1099999999956,0.21577069129631807
Cooks Grand Reserve,285.64000000000004,0.13457498949726945
Copa di Vino Cab Svgn,1416.8100000000031,0.5034196540114776
Copa di Vino Chard,1503.9600000000034,0.5952285965052271
Copa di Vino Pnt Grigio,2255.94,0.5960264900662252
Copain Monument Tree Pnt Nr,1049.79,0.9686699244610827
Copain Tous Ensemble Pnt Nr,5253.8099999999895,0.09870741423842685
Copain Wentzel Pnt Nr,839.86,0.9066272950253614
Coppo L'Avvocata,1152.2600000000002,0.4221443077083299
Corbett Canyon Pnt Nr,1143.1200000000006,0.2395199104206038
Cormons Schioppettino,363.72,0.16243264049268677
Coronet VSQ,181.85999999999999,0.32497525569119096
Corral De Peidra Cab Svgn,9196.539999999906,0.3334710662923169
Cortijo Rosado Rioja,237.83,0.690535256275491
Cortijo Tinto Rioja,195.27,0.3545347467608952
Coruba Rum,179.88,0.24216144096064043
Corvo Moscato Siciliarvo,8151.87999999993,0.2351543447646361
Corvo Nero d'Avola & Pnt Gr,5367.7599999999875,0.8080987227446826
Corvo Pnt Grigio,2659.379999999993,0.09061886605148328
Corzo Silver Tequila,699.86,0.2571800074300574
Cos d'Estournel St Estephe,2099.9300000000003,0.337744591486383
Cosentino The Zin,629.5800000000002,0.4127513580482228
Coste di Brenta Cerasuolo,186.83,0.026280575924637502
Cote Mas Blanc Mediterrane,1609.210000000001,0.9171021805730762
Couleurs Du Sud Viognier,2547.449999999997,0.7986221515633278
Couly-Dutheil Chinon Rose,1219.3900000000003,0.8754131163942627
Courvoisier L'Essence Cognac,3399.99,0.25925958605760596
Courvoisier Rose,591.6800000000001,0.9315508382909681
Cousino Macul RSV Cab Svgn,9821.92999999994,0.440765715088579
Couvent des Thorins Moulin,649.7500000000001,0.9731589072720276
Crane Lake Cab Svgn Cal,733.7500000000002,0.1734333057845437
Crane Lake Chard Cal,943.95,0.17775305895439372
Crane Lake Pnt Grigio Cal,539.4,0.33815350389321475
Creme Yvette Liqueur,47.98,0.6183826594414339
Creta Olympia Red,23.759999999999998,0.3535353535353535
Creta Olympia White,431.28,0.563717306622148
Crios Cab Svgn,3314.379999999991,0.41358564799449493
Cristobal Pie Palo Viognier,359.7,0.40867389491242706
Cristobal Pie de Palo Malbec,431.64,0.341951626355296
Cristom Estate Pnt Gr Eola A,1955.9700000000007,0.23863862942683206
Cristom Pnt Nr Sommers Rsv,2300.409999999999,0.31983863746027846
Cristom Vyds Viognier Estate,1231.5600000000002,0.07239598557926556
Croft Port 11,1039.87,0.850154346216354
Croft Reserve Tawny,719.6400000000002,0.17542104385526125
Croft Tawny Porto,191.84,0.0004170141784821336
Croix de Basson Rose Organic,1748.7500000000005,0.8961543959971409
Croix de Beaucaillou St Juln,1879.6000000000001,0.720435198978506
Crop Meyer Lemon Vodka,173.94,0.20627802690582958
Crossbarn Cab Svgn,439.89,0.34208552138034504
Crown Royal 75th Anniversary,4339.379999999996,0.76623388594684
Crown Royal Apple,27.859999999999996,0.8980617372577171
Crown Royal No Harvest Rye,8978.879999999643,0.6144920079118845
Crown Royal w/2 Glasses,2958.6699999999987,0.9477400318386302
Cruz Garcia Real Sangria Rd,733.3700000000007,0.21724368327038257
Cruzan Banana Flavored Rum,2384.8299999999977,0.13342250810330178
Cruzan Citrus Flavored Rum,1120.9800000000002,0.7301646773359025
Cruzan Est Single Barrel Rum,179.94,0.21873957985995324
Cruzan Raspberry Flavord Rum,2615.6199999999976,0.24446211605661267
Cruzan Strawberry Rum,593.4600000000002,0.13144946584437045
Cruzan Vanilla Flavored Rum,9198.629999999948,0.23158122459539773
Cryptic California Red,9351.53999999993,0.33751018548816014
Culpeo Malbec,281.25000000000006,0.40352000000000016
Culpeo Pnt Nr,497.52,0.366136034732272
Cupcake Chianti,587.1600000000003,0.9221677225969072
Cupcake Moscato,3624.5799999999917,0.2809925563789444
Cupcake Petit Sirah Cal,536.8700000000002,0.35224542254177016
Cusumano Merlot,307.78000000000003,0.3152251608291638
Cutler Creek Merlot,144.01999999999998,0.1801138730731842
Cutler Creek Wh Znfdl,106.12000000000005,0.14172634753109728
Cutty Sark Prohibition,8402.059999999958,0.798269710047297
Cuvee Aurora Rose Sparkling,7380.799999999966,0.35982549317146895
Cyan Toro Zamora,1231.2300000000005,0.9733193635632661
Cyrus Alexander Vly,1199.88,0.34643464346434644
Cyrus Cab Svgn Alex Vly,3563.3499999999963,0.175382715702919
D Bosler Pnt Nr Casablanca,854.4300000000001,0.327270812120361
D.des Senechaux CdP,7748.449999999982,0.7495615252082668
DK Burst Blustery Pmnt Trav,472.5700000000002,0.1610131832321141
Dachshund Rsl,4716.699999999982,0.8309326435855571
Dad's Hat Rye Whiskey,538.89,0.8185158381116739
Dalton Canaan Red,109.89,0.7652197652197652
Damilano 11 Brunate Barolo,4199.2999999999965,0.22087014502417002
Damilano Cannubi Barolo,4079.4899999999966,0.4435333828493263
Damrak Amsterdam Gin,7649.439999999957,0.5823772720617434
Dancing Bull Zabaco Cab Svgn,7206.619999999934,0.3936158698529902
Daou Reserve Seventeen Forty,3023.519999999999,0.10719955548499731
Daou Rsv Cab Svgn,3409.379999999998,0.1250549953363952
Daou Soul of a Lion Red,3194.719999999999,0.43536835779035393
Darioush Chard,1549.69,0.23083971633036285
Darioush Merlot Napa Valley,2099.65,0.3497916319386565
Dark Corner Moonshine,2391.0799999999977,0.7139786205396721
DarkHorse Rose,6511.84999999996,0.3241551939924864
David Bruce Pnt Nr Anderson,6237.919999999993,0.9720820401672352
David Girard Vyds Syrah Okei,5996.999999999999,0.32416208104052013
David Stone Pnt Nr,53.88,0.30957683741648107
De Loach Merlot Cal,7714.529999999929,0.5145874084357651
De Martino Cab Svgn Estate,13.99,0.3466761972837741
De Martino Carmenere Estate,3611.819999999984,0.33141186437862036
De Martino Svgn Bl Organic,167.88,0.3152251608291637
De Villaine Bouzeron Aligot,824.75,0.02050318278266151
DeKuyper Amaretto,1249.6100000000008,0.48028584918494616
DeKuyper Blackberry Brandy,1118.8800000000003,0.08715858715858742
DeKuyper Blue Curacao,5537.839999999974,0.24802811204368097
DeKuyper Buttershots,2753.8799999999937,0.22877540052580195
DeKuyper Buttershots Trav,175.84,0.9593949044585988
DeKuyper Cactus Juice,241.77999999999997,0.41008354702622213
DeKuyper Cherry Brandy,519.4800000000002,0.252598752598753
DeKuyper Coffee Brandy,659.3400000000001,0.1740528407195077
DeKuyper Creme de Banana,1105.770000000001,0.32036499452870004
DeKuyper Creme de Cacao Dark,5411.979999999939,0.39514927993081383
DeKuyper Creme de Cacao Whit,7866.249999999906,0.26171682822182457
DeKuyper Creme de Cassis,9115.859999999864,0.26995807307263475
DeKuyper Grape Pucker,1311.9900000000007,0.061456261099551636
DeKuyper Hazelnut,1887.9000000000012,0.37106838285926197
DeKuyper Island Punch Pucker,5416.829999999977,0.25134072880263586
DeKuyper Melon,1375.470000000001,0.23453074221902392
DeKuyper Mixed Berry Medley,252.77000000000004,0.9685089211536179
DeKuyper O3 Orange Liqueur,199.89999999999998,0.23061530765382676
DeKuyper Orange Curacao,2211.5399999999986,0.19645134159906602
DeKuyper Peach Pucker,90.92999999999999,0.5636203673155173
DeKuyper Pineapple,1299.0000000000007,0.14272517321016218
DeKuyper Pomegranate,729.2700000000004,0.6056330302905647
DeKuyper Red Apple Schnapps,2384.829999999998,0.19702452585718833
DeKuyper Root Beer Schnapps,4736.689999999963,0.21688351992635635
DeKuyper Spearmint Schnapps,1195.0800000000004,0.4088094520868898
DeKuyper Strawberry Pucker,527.5200000000002,0.642857142857143
DeKuyper White Creme de Ment,1428.570000000001,0.2488992488992496
DeLille Cellars Chaleur Blnc,1146.69,0.7401564503047903
DeLille Cellars D2,8985.859999999984,0.7930214804147846
DeLille Cellars Doyenne AIX,935.76,0.6839039924767034
DeLille Cellars Gr Ciel Cab,4549.65,0.6660446407965447
DeWetshof Limestone Hl Chard,9177.06999999994,0.28055686618931325
Debauchery Chard,156.32999999999998,0.5150642870850124
Debauchery Pnt Nr,11.58,0.6597582037996547
Debauchery Svgn Bl,2742.040000000001,0.31554608977257825
Deep Eddy Sweet Tea Vodka,7228.999999999962,0.17328537833724816
Deep Eddy Vodka,9353.559999999952,0.4236000815375627
Defesa Branco White Alentejo,3078.6299999999937,0.40509902131792236
Defesa Rose Alentejo,5897.459999999964,0.28108032949777995
Defesa Tinto Red Alentejo,5351.879999999964,0.3486251560199356
Del Maguey Vida Mezcal,216.93,0.2476835845664501
Delamotte Bl de Bl Brut,3298.679999999997,0.7676767676767674
Delamotte Bl de Bl Champagne,1149.77,0.6634109430581768
Delamotte Brut,6960.269999999989,0.8651263279411002
Delicious White P Vella B/B,509.66,0.11564572460071419
Desert Island Iced Tea,2923.2899999999922,0.24196709871411842
Desert Wind Cab Svgn,8123.71999999994,0.05742689309822775
Desert Wind Ruah Red,644.6900000000002,0.283562642510354
Devils Spring Vodka,9492.719999999936,0.5482643541577094
Dewars Wh Label & Honey 2 Pk,3429.019999999997,0.9764480813760199
DiSaronno Amaretto,4781.159999999977,0.99553246492483
DiSaronno Cavalli Glass Pack,1369.3700000000001,0.6263391194490897
Diamond Creek Red Rock Cab S,4724.789999999999,0.3968388013012216
Diamond Crk Cab Svgn Volcanc,4274.81,0.4113562941978708
Diamond Crk Gravelly Cab Svg,3149.8600000000006,0.3150806702520113
Dictador 20 Yr Rum,5039.159999999991,0.8588971177735969
Dingle Original PotStill Gin,179.94,0.2064021340446815
Diora Pnt Nr,4287.229999999992,0.4617783510565085
Diseno Red Blend Mendoza,6982.319999999931,0.4918136092301647
Diseno Torrontes Salta,685.0200000000003,0.8276838632448689
Dolin Sweet White Vermouth,1308.1200000000006,0.3380041586398803
Dom Bousquet Cab Svgn Rsv,4461.209999999984,0.23637309160518946
Dom Bousquet Chardonnay,6402.269999999962,0.4139000698189821
Dom Bousquet Malbec Gr Rsv,311.88,0.31050404001539056
Dom Bousquet Pnt Nr Rsv,1236.3000000000004,0.6545741324921137
Dom Cachot Monot Ct Nuits,4534.319999999988,0.7897215017907862
Dom Chandon 00 Carnrs Pnt Nr,551.76,0.31970421922575026
Dom Chandon Etoile,909.6600000000001,0.33706000043972484
Dom Chandon Riche Extra Dry,227.88,0.3149025803054239
Dom Clape Cornas Rd,1151.88,0.8310761537660173
Dom Clavel Languedoc,3987.1499999999855,0.7939054211654935
Dom D'Andezon CdRhone Red,7691.179999999942,0.43548974279629016
Dom Dionysos Charline CdR Bl,2464.6299999999974,0.265187878099349
Dom Faiv Cham Clos De Beze,2141.9300000000003,0.5107683257622798
Dom Faiveley Mercurey 14 Bl,6344.46999999999,0.08253959747622631
Dom Fleurot-Larose Chass-Mon,223.96,0.33773888194320417
Dom Fond Croze CdR Serra Grd,2117.369999999999,0.593627944100464
Dom Fond Croze Serre CdR Bl,1439.0400000000004,0.08914276184122776
Dom Fontsainte Corbieres Gr,5512.059999999975,0.500948828568627
Dom Fouassier Sancerre 13,2014.8800000000006,0.8732629238465814
Dom Henri Boillot Mersault,1259.82,0.7792541791684526
Dom Janasse Terre d'Argile,1019.4900000000004,0.9868365555326684
Dom La Fage Cve Nicholas VdP,5366.849999999982,0.41715717786038203
Dom La Fage Tess Carignan VV,1454.8800000000003,0.4628972836247664
Dom La Suffrene Bandol Rose,2736.9299999999967,0.3138954960484913
Dom LaFage Mira Cd Rousillon,179.88,0.34623082054703136
Dom Leflaive Merslt 07 d'Ane,236.97,0.3289023927079377
Dom Perignon Rose,2529.8899999999994,0.37732470581724886
Dom Piquemal Cotes du Roussi,359.76,0.6551034022681789
Dom Poujol Rose Coteaux du,1614.1500000000003,0.6848867825171143
Dom Prieur Meurslt Mazray 13,1671.78,0.10293220399813369
Dom R Bouvier Marsny Rose 14,3551.129999999995,0.5456939058834788
Dom Roux Bourgogne Chard,5021.459999999977,0.2693121124135176
Dom Roux Bourgogne Pnt Nr,5725.119999999972,0.3473918450617596
Dom Serene Evenstad Chard,6222.589999999993,0.49639137400985706
Dom Serene Roadblock Syrah,359.80000000000007,0.7958866036687049
Dom Serene Rose,8884.849999999984,0.3810533251242342
Dom Sourdais Chinon,742.5100000000002,0.5151445771774119
Dom St Andrieu Rose CdP,2702.3099999999968,0.7897798550129331
Dom Ste Michelle Extra Dry,2201.3999999999996,0.33394203688561824
Dom Tempier Bandol Rg,4758.809999999996,0.8144536134033507
Dom Tempier Bandol Rose Pro,9749.319999999987,0.41518998248082845
Dom Virginie Thunevin Brdx,1896.8800000000006,0.8167780776854625
Dom Zind Humbrecht Pnt Bl 12,967.5600000000002,0.09711025672826505
Dom Zind Humbrecht Rsl 12,2616.8099999999977,0.1882024296758259
Dom de La Foret 15 Rose,374.75,0.04032021347565047
Dom de La Petite Cassagne,2916.6299999999937,0.4979994034210704
Dom de Marcoux 12 Nerf Rouge,3499.4999999999973,0.547929704243463
